6,141,אמיץ דורון,5.539,2:15.243,2:20.177,,2:15.243
7,18,טל אור,6.163,2:18.826,,2:15.867,2:15.867
8,70,פישלר ג'וזף,6.483,2:18.507,,2:16.187,2:16.187
9,67,בר דוד גבי,6.581,2:17.158,,2:16.285,2:16.285
10,83,ספקטור אסף,11.921,2:21.625,,2:54.334,2:21.625
11,61,קוזנצוב לב,20.262,2:34.873,,2:29.966,2:29.966
12,149,חסון טל,29.928,2:39.632,2:42.049,,2:39.632
13,147,אלכסנדרוביץ מקסים,37.680,2:47.384,3:00.538,,2:47.384
14,72,כהן נתי,41.116,2:50.820,,,2:50.820
15,62,חן רועי,41.245,5:22.463,,2:50.949,2:50.949
ספרינט 40-50
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,108,גלילי זוהר,,2:07.439,2:06.150,,2:06.150
2,91,סרוסי יוסי,5.569,2:11.838,,2:11.719,2:11.719
3,82,יעקב סם,10.086,2:17.520,2:16.236,,2:16.236
4,104,בן נון צביקה,11.374,2:19.454,,2:17.524,2:17.524
5,81,לביא אסף,11.900,2:24.654,,2:18.050,2:18.050
6,90,סטמקר ישראל,15.457,2:29.836,,2:21.607,2:21.607
7,178,בורשטיין עופר,17.124,2:23.274,2:24.915,,2:23.274
8,87,שמבן איתי,17.310,2:23.460,2:23.718,,2:23.460
9,101,ברמן רונן,22.799,2:32.583,2:28.949,,2:28.949
10,80,כהן ליאור,23.737,2:29.887,,2:29.899,2:29.887
11,88,פלדמן גורג,25.309,2:31.459,,2:32.365,2:31.459
12,180,כהן גיל,28.739,2:34.889,2:39.606,,2:34.889
13,103,חביב צח,31.363,2:45.857,,2:37.513,2:37.513
14,79,לוי מיכאל,1:18.525,3:24.675,,,3:24.675
לא סיים - מקצה 3 - DNF
,87,שמבן איתי,,2:23.460,2:23.718,,
ספרינט 50+
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,191,רמתי רונן,,2:22.582,2:23.593,,2:22.582
2,194,רון אמיר,1.749,2:25.668,,2:24.331,2:24.331
ספרינט 8-9
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,109,עוזיאל אורי,,2:50.850,,2:49.965,2:49.965
2,120,לביא אורי,19.479,3:17.339,,3:09.444,3:09.444
3,115,ברוטמן אריאל,28.850,3:18.815,,3:19.741,3:18.815
4,112,נוימן איתן,32.281,3:32.581,,3:22.246,3:22.246
5,118,סגל יובל,42.582,3:32.547,,3:36.504,3:32.547
6,113,ברוטמן ליאם,58.736,3:50.208,,3:48.701,3:48.701
7,110,כהן בועז,1:36.995,4:27.717,,4:26.960,4:26.960
פרו
מקום,מספר,שם,פער,מקצה 1,מקצה 2,מקצה 3,זמן
1,9,יתום יונתן,,2:15.119,1:58.308,1:57.914,1:58.308
2,1,בר גיא,1.911,2:01.871,2:00.219,1:59.736,2:00.219
3,5,רפקין דימה,3.307,2:01.615,2:02.502,2:00.784,2:01.615
4,286,זינגר תמיר,3.373,2:01.681,2:01.958,1:59.942,2:01.681
5,11,קדמי בן,4.635,2:03.263,2:02.943,1:58.942,2:02.943
6,3,גוב אור,6.291,2:08.921,2:04.599,2:07.231,2:04.599
7,16,חסון גל,8.911,2:10.444,,2:07.219,2:07.219
8,20,ביבאס ניר,13.952,2:39.804,,2:11.866,2:11.866
9,287,שביט עידו,17.107,2:21.818,2:19.289,2:15.021,2:19.289
10,13,בר לוין נמרוד,23.582,2:21.496,2:21.744,2:23.331,2:21.496
11,17,עיני אבי,32.484,2:30.753,2:30.398,2:42.524,2:30.398
12,15,תורג'מן מתן,39.217,2:37.248,2:42.591,2:37.131,2:37.248
